Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$AttrDef'|5|4|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2560|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$BadClus'|5|8|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|0|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$Bitmap'|5|6|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|3840|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$Boot'|5|7|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|8192|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$Extend'|3|11|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|552|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$LogFile'|5|2|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2097152|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$MFT'|5|0|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|262144|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$MFTMirr'|5|1|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|4096|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$RECYCLE.BIN'|3|47|2021-11-18 01:43:54|2021-11-18 01:43:54|2021-11-18 01:43:54|2021-11-18 01:43:54|224|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$Secure'|5|9|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|0|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$UpCase'|5|10|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|131072|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$Volume'|5|3|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|2021-11-18 01:43:26|0|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'.'|3|5|2021-11-18 01:43:26|2021-11-18 01:44:18|2021-11-18 01:44:18|2021-11-18 01:44:18|56|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'APDFL0.pdf'|5|39|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-10 19:17:06|2021-09-20 21:00:24|824833|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'APDFS1a.pdf'|5|40|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-10 19:17:06|2021-09-20 21:00:24|1201932|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'APDFS1b.pdf'|5|41|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-10 19:17:06|2021-09-20 21:00:24|1325987|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'example1.py'|5|50|2021-11-18 01:44:08|2021-11-18 01:44:08|2021-10-11 19:49:18|2021-10-11 19:49:18|424|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'example2.py'|5|51|2021-11-18 01:44:08|2021-11-18 01:44:08|2021-10-11 20:04:34|2021-10-11 20:04:34|1266|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'example3.py'|5|52|2021-11-18 01:44:08|2021-11-18 01:44:08|2021-10-11 20:15:56|2021-10-11 20:15:56|1437|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'example4.py'|5|53|2021-11-18 01:44:08|2021-11-18 01:44:08|2021-10-11 20:29:33|2021-10-11 20:29:33|1890|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'example5.py'|5|54|2021-11-18 01:44:08|2021-11-18 01:44:08|2021-10-11 20:33:03|2021-10-11 20:33:03|2102|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'example6.py'|5|55|2021-11-18 01:44:08|2021-11-18 01:44:08|2021-10-11 20:53:42|2021-10-11 20:53:42|2419|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'Magic_Folder'|3|57|2021-11-18 01:44:13|2021-11-18 01:44:45|2021-11-18 01:44:45|2021-11-18 01:44:45|256|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'Python Regular Expressions Workshop 1.pdf'|5|42|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-10 19:17:06|2021-09-20 21:00:24|482230|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'Python Regular Expressions Workshop 2.pdf'|5|43|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-10 19:17:06|2021-09-22 17:57:39|586444|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'README.txt'|5|56|2021-11-18 01:44:08|2021-11-18 01:44:08|2021-10-11 21:17:11|2021-10-11 21:17:11|164|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'Regular expressions workshop 1.docx'|5|44|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-20 22:30:02|2021-09-20 22:30:02|652408|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'Regular expressions workshop 1.pdf'|5|45|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-20 21:04:56|2021-09-20 22:17:20|411624|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'Regular expressions workshop 2.docx'|5|46|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-22 17:59:35|2021-09-22 17:59:36|369040|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'Regular expressions workshop 2.pdf'|5|38|2021-11-18 01:43:53|2021-11-18 01:43:53|2021-09-20 21:05:16|2021-09-22 17:58:00|406337|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
