Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'PART1       (Volume Label Entry)'|5|3|1970-01-01 00:00:00|1970-01-01 00:00:00|2013-11-29 07:01:58|1970-01-01 00:00:00|0|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$MBR'|10|6675379|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|512|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$FAT1'|10|6675380|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|104448|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$FAT2'|10|6675381|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|104448|Not deleted

Name|Type|Metadata record|Created|Accessed|Modified|Metadata change|Group ID|size|status
b'$OrphanFiles'|11|6675382|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|1970-01-01 00:00:00|0|Not deleted

